logsID,steamID,steamName,date,team,class,total_time,kills,assists,deaths,damage,BS,HS,med_healing,med_charges,med_drops
2635289,8353595236,Aurelisu,2020-07-24,Red,scout,1407,21,9,7,5145,0,0,0,0,0
2635289,8321483236,Absoleeut,2020-07-24,Red,scout,1407,7,9,12,4110,0,0,0,0,0
2635289,8092993737,soonbayer,2020-07-24,Red,demoman,1407,32,6,14,10124,0,0,0,0,0
2635289,8327555112,Tatertot_h,2020-07-24,Blue,scout,1038,12,4,12,3885,0,0,0,0,0
2635289,8327555112,Tatertot_h,2020-07-24,Blue,heavyweapons,361,5,1,3,2190,0,0,0,0,0
2635289,8095951466,Woonters,2020-07-24,Blue,medic,1393,1,10,17,567,0,0,16849,5,3
2635289,8154593998,Acid,2020-07-24,Red,medic,1407,0,15,5,318,0,0,18743,10,0
2635289,8067247952,Hobominded,2020-07-24,Blue,demoman,1407,32,3,12,9758,0,0,0,0,0
2635289,8041694933,Qwerty,2020-07-24,Red,soldier,1407,30,3,19,9608,0,0,0,0,0
2635289,8393873199,『　』,2020-07-24,Red,soldier,1407,16,2,9,3097,0,0,0,0,0
2635289,8271979689,kraft mac and cheese,2020-07-24,Blue,soldier,1407,5,6,15,2699,0,0,0,0,0
2635289,8025440689,Fatty Yogurt,2020-07-24,Blue,soldier,1363,8,1,17,5396,0,0,0,0,0
2635289,8025440689,Fatty Yogurt,2020-07-24,Blue,pyro,44,0,0,1,174,0,0,0,0,0
2635289,8453968645,Venny Vengeance,2020-07-24,Blue,scout,1407,2,2,29,1888,0,0,0,0,0
2635328,8327555112,Tatertot_h,2020-07-24,Blue,scout,1869,23,6,17,7240,0,0,0,0,0
2635328,8327555112,Tatertot_h,2020-07-24,Blue,engineer,28,1,0,0,182,0,0,0,0,0
2635328,8103084818,shagster,2020-07-24,Blue,medic,1897,4,18,10,1432,0,0,27770,11,2
2635328,8041694933,Qwerty,2020-07-24,Red,soldier,1897,23,5,25,11431,0,0,0,0,0
2635328,8154593998,Acid,2020-07-24,Red,medic,1897,0,12,13,133,0,0,22735,7,4
2635328,8067247952,Hobominded,2020-07-24,Blue,demoman,1897,28,10,10,12447,0,0,0,0,0
2635328,8025440689,Fatty Yogurt,2020-07-24,Blue,scout,1680,8,5,16,3078,0,0,0,0,0
2635328,8025440689,Fatty Yogurt,2020-07-24,Blue,heavyweapons,217,4,1,2,959,0,0,0,0,0
2635328,8353595236,Aurelisu,2020-07-24,Blue,soldier,1897,29,14,13,10732,0,0,0,0,0
2635328,8453968645,Venny Vengeance,2020-07-24,Red,soldier,1897,9,1,20,6334,0,0,0,0,0
2635328,8321483236,Absoleeut,2020-07-24,Red,scout,1617,8,8,13,3957,0,0,0,0,0
2635328,8321483236,Absoleeut,2020-07-24,Red,heavyweapons,264,5,2,1,1249,0,0,0,0,0
2635328,8321483236,Absoleeut,2020-07-24,Red,pyro,16,0,0,1,157,0,0,0,0,0
2635328,8271979689,kraft mac and cheese,2020-07-24,Red,demoman,1897,6,1,16,3793,0,0,0,0,0
2635328,8393873199,『　』,2020-07-24,Blue,soldier,1627,11,6,17,5421,0,0,0,0,0
2635328,8393873199,『　』,2020-07-24,Blue,engineer,270,1,1,0,313,0,0,0,0,0
2635328,8092993737,soonbayer,2020-07-24,Red,scout,1792,32,9,21,10680,0,0,0,0,0
2635328,8092993737,soonbayer,2020-07-24,Red,engineer,67,1,0,0,175,0,0,0,0,0
2636435,8365705442,Glaxxico,2020-07-25,Blue,demoman,826,8,1,10,3471,0,0,0,0,0
2636435,8365705442,Glaxxico,2020-07-25,Blue,engineer,552,4,2,3,1433,0,0,0,0,0
2636435,8365705442,Glaxxico,2020-07-25,Blue,pyro,128,1,0,2,145,0,0,0,0,0
2636435,8353595236,Aurelisu,2020-07-25,Blue,soldier,1459,16,13,15,7938,0,0,0,0,0
2636435,8453968645,Venny Vengeance,2020-07-25,Red,scout,931,4,2,18,1625,0,0,0,0,0
2636435,8453968645,Venny Vengeance,2020-07-25,Red,engineer,528,0,0,3,863,0,0,0,0,0
2636435,8045972771,Cacomistle,2020-07-25,Blue,medic,1470,1,11,10,217,0,0,18438,7,1
2636435,8028504035,Facehurt,2020-07-25,Blue,engineer,797,9,7,8,4692,0,0,0,0,0
2636435,8028504035,Facehurt,2020-07-25,Blue,demoman,662,13,2,5,4995,0,0,0,0,0
2636435,8271979689,kraft mac and cheese,2020-07-25,Red,soldier,1413,8,1,14,4302,0,0,0,0,0
2636435,8271979689,kraft mac and cheese,2020-07-25,Red,scout,46,0,0,1,47,0,0,0,0,0
2636435,8321483236,Absoleeut,2020-07-25,Blue,scout,1459,22,8,11,6600,0,0,0,0,0
2636435,8067247952,Hobominded,2020-07-25,Red,demoman,1459,16,4,11,8727,0,0,0,0,0
2636435,8110375758,Mros,2020-07-25,Red,medic,1459,2,19,9,1257,0,0,20530,8,1
2636435,8041694933,Qwerty,2020-07-25,Red,pyro,1459,32,5,18,9501,0,0,0,0,0
2651296,8103084818,shagster,2020-08-08,Red,medic,1520,7,10,10,1772,0,0,18334,10,1
2651296,8041694933,Qwerty,2020-08-08,Blue,soldier,1520,30,9,18,9818,0,0,0,0,0
2651296,8310324300,Kibble Bites,2020-08-08,Blue,medic,1520,1,19,9,317,0,0,21348,11,0
2651296,8082177133,Nugg,2020-08-08,Red,scout,1480,39,4,22,8498,0,0,0,0,0
2651296,8082177133,Nugg,2020-08-08,Red,pyro,40,1,2,2,328,0,0,0,0,0
2651296,8271979689,kraft mac and cheese,2020-08-08,Red,soldier,1520,3,10,18,3946,0,0,0,0,0
2651296,8880479136,anomity,2020-08-08,Blue,soldier,1520,22,5,14,7253,0,0,0,0,0
2651296,8831962160,"Cockenbol Torcher, PhD",2020-08-08,Red,scout,1442,11,5,17,3931,0,0,0,0,0
2651296,8831962160,"Cockenbol Torcher, PhD",2020-08-08,Red,pyro,78,0,0,1,124,0,0,0,0,0
2651296,8827805452,dril,2020-08-08,Blue,scout,1520,41,13,7,9462,0,0,0,0,0
2651296,8834544510,'21 Naga Trinity,2020-08-08,Red,demoman,1520,13,2,22,5134,0,0,0,0,0
2651296,8218080705,rickshaw_buster,2020-08-08,Blue,demoman,1520,9,3,16,3413,0,0,0,0,0
2651296,8453968645,Venny Vengeance,2020-08-08,Blue,scout,1520,5,3,19,1783,0,0,0,0,0
2651296,8178256596,Mr91735,2020-08-08,Red,soldier,1520,8,1,18,3878,0,0,0,0,0
2651319,8218080705,rickshaw_buster,2020-08-08,Blue,soldier,1096,11,1,11,2510,0,0,0,0,0
2651319,8880479136,anomity,2020-08-08,Red,soldier,1096,24,5,12,6333,0,0,0,0,0
2651319,8041694933,Qwerty,2020-08-08,Blue,medic,1096,2,11,7,969,0,0,12410,6,0
2651319,8827805452,dril,2020-08-08,Red,medic,1096,1,6,12,313,0,0,11941,4,0
2651319,8138615661,Shioyaki,2020-08-08,Red,scout,1096,7,6,16,1963,0,0,0,0,0
2651319,8393873199,Yeanne,2020-08-08,Red,soldier,844,8,3,12,2461,0,0,0,0,0
2651319,8393873199,Yeanne,2020-08-08,Red,engineer,180,1,1,0,449,0,0,0,0,0
2651319,8393873199,Yeanne,2020-08-08,Red,heavyweapons,72,1,1,2,249,0,0,0,0,0
2651319,8310324300,Kibble Bites,2020-08-08,Red,demoman,1059,19,8,10,7235,0,0,0,0,0
2651319,8310324300,Kibble Bites,2020-08-08,Red,heavyweapons,37,0,1,0,94,0,0,0,0,0
2651319,8831962160,"Cockenbol Torcher, PhD",2020-08-08,Blue,scout,1096,9,5,11,2861,0,0,0,0,0
2651319,8103084818,shagster,2020-08-08,Blue,soldier,1096,32,4,11,8281,0,0,0,0,0
2651319,8271979689,kraft mac and cheese,2020-08-08,Blue,demoman,1093,6,2,9,2018,0,0,0,0,0
2651319,8453968645,Venny Vengeance,2020-08-08,Red,scout,1006,2,5,15,1483,0,0,0,0,0
2651319,8453968645,Venny Vengeance,2020-08-08,Red,engineer,69,0,0,1,217,0,0,0,0,0
2651319,8082177133,Nugg,2020-08-08,Blue,scout,1096,20,4,14,5486,0,0,0,0,0
2651596,8154593998,Acid,2020-08-09,Red,medic,674,0,7,7,199,0,0,9500,1,1
2651596,8127380769,RedTPC,2020-08-09,Blue,spy,674,16,2,9,6743,14,0,0,0,0
2651596,8880479136,anomity,2020-08-09,Red,demoman,674,11,2,6,4212,0,0,0,0,0
2651596,8103084818,shagster,2020-08-09,Blue,medic,674,2,8,3,346,0,0,8759,6,0
2651596,8084230570,crisp,2020-08-09,Blue,soldier,674,10,6,7,4479,0,0,0,0,0
2651596,8061867040,Dasko,2020-08-09,Blue,demoman,674,12,1,6,3997,0,0,0,0,0
2651596,8321483236,[Bird] Absoleeut,2020-08-09,Red,sniper,674,8,2,9,3085,0,5,0,0,0
2651596,8045972771,Cacomistle,2020-08-09,Red,soldier,674,10,4,12,3295,0,0,0,0,0
2651596,8126720059,Maxhouston,2020-08-09,Blue,sniper,671,8,4,5,4068,0,5,0,0,0
2651596,8436290894,lazermaster351,2020-08-09,Blue,heavyweapons,605,5,11,7,2128,0,0,0,0,0
2651596,8436290894,lazermaster351,2020-08-09,Blue,scout,69,0,0,2,76,0,0,0,0,0
2651596,8159477926,Machu,2020-08-09,Red,scout,674,6,2,14,1705,0,0,0,0,0
2651596,8284178077,ducc,2020-08-09,Red,heavyweapons,674,9,2,10,3649,0,0,0,0,0
2651596,8393873199,Yeanne,2020-08-09,Red,pyro,381,1,2,4,679,0,0,0,0,0
2651596,8393873199,Yeanne,2020-08-09,Red,engineer,293,1,2,4,893,0,0,0,0,0
2651596,8041694933,Qwerty,2020-08-09,Blue,pyro,674,13,6,8,3667,0,0,0,0,0
2651636,8321483236,[Bird] Absoleeut,2020-08-09,Red,scout,1820,23,12,21,6723,0,0,0,0,0
2651636,8154593998,Acid,2020-08-09,Red,soldier,1166,18,3,12,6613,0,0,0,0,0
2651636,8154593998,Acid,2020-08-09,Red,scout,542,4,8,6,2082,0,0,0,0,0
2651636,8154593998,Acid,2020-08-09,Red,engineer,81,0,1,1,315,0,0,0,0,0
2651636,8436290894,lazermaster351,2020-08-09,Blue,heavyweapons,1678,8,6,11,3833,0,0,0,0,0
2651636,8436290894,lazermaster351,2020-08-09,Blue,scout,143,0,1,3,351,0,0,0,0,0
2651636,8041694933,Qwerty,2020-08-09,Blue,soldier,1821,38,3,28,11802,0,0,0,0,0
2651636,8061867040,Dasko,2020-08-09,Blue,soldier,1821,32,9,20,10802,0,0,0,0,0
2651636,8159477926,Machu,2020-08-09,Blue,scout,1821,9,5,32,2921,0,0,0,0,0
2651636,8126720059,Maxhouston,2020-08-09,Red,scout,1177,17,6,12,5563,0,0,0,0,0
2651636,8126720059,Maxhouston,2020-08-09,Red,soldier,460,6,2,6,2282,0,0,0,0,0
2651636,8126720059,Maxhouston,2020-08-09,Red,sniper,171,2,0,2,964,0,1,0,0,0
2651636,8127380769,RedTPC,2020-08-09,Red,medic,1819,2,22,19,1014,0,0,20071,8,1
2651636,8045972771,Cacomistle,2020-08-09,Red,soldier,1821,36,6,18,10923,0,0,0,0,0
2651636,8393873199,Yeanne,2020-08-09,Blue,demoman,1325,11,3,16,3974,0,0,0,0,0
2651636,8393873199,Yeanne,2020-08-09,Blue,heavyweapons,253,2,1,2,646,0,0,0,0,0
2651636,8393873199,Yeanne,2020-08-09,Blue,scout,243,1,3,4,602,0,0,0,0,0
2651636,8084230570,crisp,2020-08-09,Blue,medic,1821,6,21,11,1326,0,0,23632,10,1
2651636,8880479136,anomity,2020-08-09,Red,demoman,1821,23,5,22,9261,0,0,0,0,0
2651636,8103084818,shagster,2020-08-09,Blue,demoman,490,12,0,5,3111,0,0,0,0,0
2652999,8322448473,Vipershroom,2020-08-10,Blue,medic,829,1,18,6,160,0,0,15205,6,0
2652999,8061867040,Dasko,2020-08-10,Red,medic,829,0,8,6,128,0,0,13721,4,3
2652999,8041694933,Qwerty,2020-08-10,Red,pyro,829,5,14,12,2675,0,0,0,0,0
2652999,8127380769,RedTPC,2020-08-10,Blue,spy,829,8,0,17,3844,7,0,0,0,0
2652999,8159308307,Hotshot,2020-08-10,Red,heavyweapons,829,10,7,11,2847,0,0,0,0,0
2652999,8356049044,✠『Coin』✠,2020-08-10,Blue,scout,829,17,4,14,4278,0,0,0,0,0
2652999,8321483236,[Bird] Absoleeut,2020-08-10,Red,sniper,829,7,3,12,2757,0,5,0,0,0
2652999,8125732158,m9,2020-08-10,Blue,pyro,829,13,4,11,2861,0,0,0,0,0
2652999,8353595236,Aurelisu,2020-08-10,Red,soldier,829,22,5,8,6611,0,0,0,0,0
2652999,8136745162,Rella Rella Rella,2020-08-10,Blue,sniper,829,13,2,11,5091,0,7,0,0,0
2652999,8084230570,crisp,2020-08-10,Blue,soldier,829,7,6,10,4196,0,0,0,0,0
2652999,8154593998,Acid,2020-08-10,Red,spy,829,14,0,15,5248,11,0,0,0,0
2652999,8058349743,>> Thomas,2020-08-10,Blue,heavyweapons,829,24,8,7,6649,0,0,0,0,0
2652999,8271979689,kraft mac and cheese,2020-08-10,Blue,demoman,829,2,1,10,1993,0,0,0,0,0
2652999,8067247952,Hobominded,2020-08-10,Red,demoman,829,18,8,6,8591,0,0,0,0,0
2652999,8851095302,Mayonnaise bot (RIP Yomps),2020-08-10,Red,engineer,829,4,5,7,1196,0,0,0,0,0
2652999,8393873199,Yeanne,2020-08-10,Blue,engineer,829,0,0,10,530,0,0,0,0,0
2652999,8045972771,Cacomistle,2020-08-10,Red,scout,829,15,7,8,3928,0,0,0,0,0
2653026,8125732158,m9,2020-08-10,Red,pyro,950,9,12,10,2751,0,0,0,0,0
2653026,8136745162,Rella Rella Rella,2020-08-10,Red,sniper,950,28,2,15,7643,0,21,0,0,0
2653026,8067247952,Hobominded,2020-08-10,Blue,scout,950,17,4,11,4453,0,0,0,0,0
2653026,8159308307,Hotshot,2020-08-10,Blue,heavyweapons,950,13,3,12,3739,0,0,0,0,0
2653026,8061867040,Dasko,2020-08-10,Blue,medic,950,0,15,10,93,0,0,12565,4,2
2653026,8127380769,RedTPC,2020-08-10,Red,spy,949,13,0,16,5177,11,0,0,0,0
2653026,8356049044,✠『Coin』✠,2020-08-10,Red,scout,950,14,4,12,4085,0,0,0,0,0
2653026,8041694933,Qwerty,2020-08-10,Blue,pyro,950,8,6,14,3220,0,0,0,0,0
2653026,8084230570,crisp,2020-08-10,Red,soldier,950,18,8,4,7119,0,0,0,0,0
2653026,8322448473,Vipershroom,2020-08-10,Red,medic,950,0,11,8,51,0,0,15623,5,2
2653026,8321483236,[Bird] Absoleeut,2020-08-10,Blue,sniper,950,14,2,16,4120,0,9,0,0,0
2653026,8154593998,Acid,2020-08-10,Blue,spy,950,8,0,18,3435,7,0,0,0,0
2653026,8393873199,Yeanne,2020-08-10,Red,demoman,950,5,0,14,2465,0,0,0,0,0
2653026,8058349743,>> Thomas,2020-08-10,Red,heavyweapons,950,20,10,8,5964,0,0,0,0,0
2653026,8045972771,Cacomistle,2020-08-10,Blue,demoman,950,12,4,11,8188,0,0,0,0,0
2653026,8353595236,Aurelisu,2020-08-10,Blue,soldier,950,13,6,13,5539,0,0,0,0,0
2653026,8851095302,Mayonnaise bot (RIP Yomps),2020-08-10,Blue,engineer,950,3,0,11,1219,0,0,0,0,0
2653026,8271979689,kraft mac and cheese,2020-08-10,Red,engineer,950,5,8,5,2605,0,0,0,0,0
2653065,8125732158,m9,2020-08-10,Red,scout,658,3,6,10,1682,0,0,0,0,0
2653065,8125732158,m9,2020-08-10,Red,spy,173,1,1,3,748,1,0,0,0,0
2653065,8125732158,m9,2020-08-10,Red,demoman,143,1,0,2,305,0,0,0,0,0
2653065,8125732158,m9,2020-08-10,Red,soldier,113,0,0,1,81,0,0,0,0,0
2653065,8154593998,Acid,2020-08-10,Red,demoman,741,1,0,12,2643,0,0,0,0,0
2653065,8154593998,Acid,2020-08-10,Red,heavyweapons,264,1,2,4,890,0,0,0,0,0
2653065,8154593998,Acid,2020-08-10,Red,soldier,85,1,0,0,153,0,0,0,0,0
2653065,8136745162,Rella Rella Rella,2020-08-10,Red,sniper,1090,21,0,19,5092,0,15,0,0,0
2653065,8061867040,Dasko,2020-08-10,Blue,medic,1090,0,16,4,257,0,0,13143,7,0
2653065,8321483236,[Bird] Absoleeut,2020-08-10,Blue,scout,903,16,7,11,4374,0,0,0,0,0
2653065,8321483236,[Bird] Absoleeut,2020-08-10,Blue,spy,105,1,0,1,537,1,0,0,0,0
2653065,8321483236,[Bird] Absoleeut,2020-08-10,Blue,demoman,82,0,0,1,200,0,0,0,0,0
2653065,8851095302,Mayonnaise bot (RIP Yomps),2020-08-10,Blue,engineer,840,6,0,1,1103,0,0,0,0,0
2653065,8851095302,Mayonnaise bot (RIP Yomps),2020-08-10,Blue,heavyweapons,124,3,0,1,804,0,0,0,0,0
2653065,8851095302,Mayonnaise bot (RIP Yomps),2020-08-10,Blue,demoman,74,2,0,1,416,0,0,0,0,0
2653065,8851095302,Mayonnaise bot (RIP Yomps),2020-08-10,Blue,pyro,46,1,1,1,428,0,0,0,0,0
2653065,8045972771,Cacomistle,2020-08-10,Blue,demoman,848,10,5,5,6622,0,0,0,0,0
2653065,8271979689,kraft mac and cheese,2020-08-10,Red,medic,1090,0,7,9,135,0,0,13756,6,1
2653065,8067247952,Hobominded,2020-08-10,Blue,sniper,1090,22,1,12,6802,0,12,0,0,0
2653065,8353595236,Aurelisu,2020-08-10,Blue,soldier,847,20,6,5,6539,0,0,0,0,0
2653065,8353595236,Aurelisu,2020-08-10,Blue,pyro,243,5,0,4,1320,0,0,0,0,0
2653065,8058349743,>> Thomas,2020-08-10,Blue,heavyweapons,1090,11,2,10,4660,0,0,0,0,0
2653065,8393873199,Yeanne,2020-08-10,Red,soldier,414,2,1,6,1020,0,0,0,0,0
2653065,8393873199,Yeanne,2020-08-10,Red,pyro,239,2,1,6,319,0,0,0,0,0
2653065,8393873199,Yeanne,2020-08-10,Red,engineer,190,0,0,2,0,0,0,0,0,0
2653065,8393873199,Yeanne,2020-08-10,Red,spy,84,0,0,1,0,0,0,0,0,0
2653065,8393873199,Yeanne,2020-08-10,Red,scout,79,0,0,1,0,0,0,0,0,0
2653065,8393873199,Yeanne,2020-08-10,Red,heavyweapons,38,0,1,1,227,0,0,0,0,0
2663564,8321483236,[Bird] Absoleeut,2020-08-21,Blue,scout,1570,17,5,18,4426,0,0,0,0,0
2663564,8321483236,[Bird] Absoleeut,2020-08-21,Blue,engineer,209,2,0,1,1073,0,0,0,0,0
2663564,8041694933,Qwerty,2020-08-21,Red,soldier,1674,28,3,26,10754,0,0,0,0,0
2663564,8041694933,Qwerty,2020-08-21,Red,medic,103,0,0,0,43,0,0,1778,1,0
2663564,8310324300,Kibble Bites,2020-08-21,Blue,medic,1779,6,11,10,531,0,0,21878,14,1
2663564,8154593998,Acid,2020-08-21,Red,demoman,1777,12,3,20,6535,0,0,0,0,0
2663564,8197934458,[Welvin],2020-08-21,Red,scout,1779,30,9,7,8129,0,0,0,0,0
2663564,8025440689,Fatty Yogurt,2020-08-21,Blue,scout,1779,25,7,13,5467,0,0,0,0,0
2663564,8180525575,scalykitty,2020-08-21,Blue,soldier,1779,14,13,12,7723,0,0,0,0,0
2663564,8393873199,Yeanne,2020-08-21,Red,scout,1319,4,2,18,1751,0,0,0,0,0
2663564,8393873199,Yeanne,2020-08-21,Red,heavyweapons,371,0,5,3,1096,0,0,0,0,0
2663564,8393873199,Yeanne,2020-08-21,Red,engineer,89,0,0,1,166,0,0,0,0,0
2663564,8144775042,Foutz,2020-08-21,Blue,demoman,1779,32,9,12,11012,0,0,0,0,0
2663564,8002195755,shelz0r,2020-08-21,Red,soldier,1779,4,3,22,2398,0,0,0,0,0
2663564,8045972771,Cacomistle,2020-08-21,Red,medic,1675,4,9,12,566,0,0,21274,10,1
2663564,8045972771,Cacomistle,2020-08-21,Red,soldier,98,0,0,1,222,0,0,0,0,0
2663564,8830651633,Spekksol,2020-08-21,Blue,soldier,1779,14,7,17,6955,0,0,0,0,0
2663610,8041694933,Qwerty,2020-08-21,Blue,soldier,1939,32,3,25,10740,0,0,0,0,0
2663610,8321483236,[Bird] Absoleeut,2020-08-21,Blue,soldier,1758,14,7,23,5869,0,0,0,0,0
2663610,8321483236,[Bird] Absoleeut,2020-08-21,Blue,engineer,185,0,0,3,145,0,0,0,0,0
2663610,8393873199,Yeanne,2020-08-21,Blue,medic,1943,1,13,15,124,0,0,20060,7,1
2663610,8144775042,Foutz,2020-08-21,Red,soldier,1943,42,9,17,10816,0,0,0,0,0
2663610,8180525575,scalykitty,2020-08-21,Red,soldier,1943,17,3,20,7558,0,0,0,0,0
2663610,8310324300,Kibble Bites,2020-08-21,Red,demoman,1943,23,6,22,8521,0,0,0,0,0
2663610,8830651633,Spekksol,2020-08-21,Blue,scout,1943,15,8,26,4738,0,0,0,0,0
2663610,8197934458,[Welvin],2020-08-21,Red,scout,1943,34,11,9,7880,0,0,0,0,0
2663610,8002195755,shelz0r,2020-08-21,Red,scout,1943,2,10,21,1498,0,0,0,0,0
2663610,8045972771,Cacomistle,2020-08-21,Blue,demoman,1943,27,6,12,10122,0,0,0,0,0
2663610,8154593998,Acid,2020-08-21,Red,medic,1476,0,11,14,112,0,0,16650,6,0
2663610,8154593998,Acid,2020-08-21,Red,demoman,467,4,1,1,974,0,0,0,0,0
2663610,8025440689,Fatty Yogurt,2020-08-21,Blue,scout,1883,15,8,18,4583,0,0,0,0,0
2663610,8025440689,Fatty Yogurt,2020-08-21,Blue,heavyweapons,60,0,0,1,220,0,0,0,0,0
2663610,8136056705,Rahmed,2020-08-21,Red,medic,402,0,3,2,0,0,0,4964,3,0
2665544,8127380769,RedTPC,2020-08-23,Blue,soldier,931,19,3,12,5102,0,0,0,0,0
2665544,8310324300,Kibble Bites,2020-08-23,Blue,demoman,931,17,5,8,5879,0,0,0,0,0
2665544,8095951466,Woonters,2020-08-23,Red,scout,892,12,1,11,4135,0,0,0,0,0
2665544,8095951466,Woonters,2020-08-23,Red,heavyweapons,28,0,0,1,203,0,0,0,0,0
2665544,8042121925,Pinteroni,2020-08-23,Blue,pyro,393,12,7,5,2179,0,0,0,0,0
2665544,8042121925,Pinteroni,2020-08-23,Blue,scout,260,5,1,5,1209,0,0,0,0,0
2665544,8042121925,Pinteroni,2020-08-23,Blue,engineer,176,2,2,2,1053,0,0,0,0,0
2665544,8042121925,Pinteroni,2020-08-23,Blue,heavyweapons,84,2,0,1,434,0,0,0,0,0
2665544,8136056705,Rahmed,2020-08-23,Red,medic,829,1,9,9,445,0,0,12917,5,0
2665544,8136056705,Rahmed,2020-08-23,Red,demoman,100,0,2,1,647,0,0,0,0,0
2665544,8180525575,scalykitty,2020-08-23,Red,soldier,931,13,0,13,4303,0,0,0,0,0
2665544,8205386961,fallin,2020-08-23,Red,soldier,931,20,4,15,6312,0,0,0,0,0
2665544,8101995652,Patrick Tsar,2020-08-23,Blue,scout,931,9,5,9,1721,0,0,0,0,0
2665544,8061867040,Dasko,2020-08-23,Blue,medic,931,1,6,4,152,0,0,13215,4,2
2665544,8154593998,Acid,2020-08-23,Red,demoman,829,8,1,14,3012,0,0,0,0,0
2665544,8154593998,Acid,2020-08-23,Red,medic,101,0,0,3,0,0,0,3192,0,0
2665544,8063814220,[☁]Emiel,2020-08-23,Blue,soldier,931,17,6,10,5728,0,0,0,0,0
2665544,8002195755,shelz0r,2020-08-23,Red,scout,931,2,5,17,1112,0,0,0,0,0
2665596,8136056705,Rahmed,2020-08-23,Red,scout,634,20,1,8,3455,0,0,0,0,0
2665596,8136056705,Rahmed,2020-08-23,Red,soldier,535,13,3,9,3915,0,0,0,0,0
2665596,8063814220,[☁]Emiel,2020-08-23,Blue,demoman,1169,19,10,19,6124,0,0,0,0,0
2665596,8127380769,RedTPC,2020-08-23,Red,soldier,963,15,2,17,4441,0,0,0,0,0
2665596,8127380769,RedTPC,2020-08-23,Red,spy,128,1,0,2,549,1,0,0,0,0
2665596,8127380769,RedTPC,2020-08-23,Red,pyro,58,0,0,1,227,0,0,0,0,0
2665596,8127380769,RedTPC,2020-08-23,Red,scout,20,0,1,1,105,0,0,0,0,0
2665596,8180525575,scalykitty,2020-08-23,Blue,soldier,1169,19,5,15,4080,0,0,0,0,0
2665596,8042121925,Pinteroni,2020-08-23,Red,scout,381,5,1,8,1794,0,0,0,0,0
2665596,8042121925,Pinteroni,2020-08-23,Red,spy,361,7,2,4,1964,2,0,0,0,0
2665596,8042121925,Pinteroni,2020-08-23,Red,pyro,315,2,5,6,1137,0,0,0,0,0
2665596,8042121925,Pinteroni,2020-08-23,Red,soldier,111,0,2,2,390,0,0,0,0,0
2665596,8061867040,Dasko,2020-08-23,Blue,scout,1169,25,8,18,5469,0,0,0,0,0
2665596,8154593998,Acid,2020-08-23,Blue,soldier,1169,22,4,17,5167,0,0,0,0,0
2665596,8095951466,Woonters,2020-08-23,Red,spy,881,9,4,10,3146,5,0,0,0,0
2665596,8095951466,Woonters,2020-08-23,Red,scout,148,1,0,3,468,0,0,0,0,0
2665596,8095951466,Woonters,2020-08-23,Red,pyro,72,1,0,2,160,0,0,0,0,0
2665596,8095951466,Woonters,2020-08-23,Red,soldier,68,0,0,1,0,0,0,0,0,0
2665596,8101995652,Patrick Tsar,2020-08-23,Blue,medic,1169,0,20,16,80,0,0,12216,3,2
2665596,8310324300,Kibble Bites,2020-08-23,Red,demoman,1169,22,6,14,6356,0,0,0,0,0
2665596,8205386961,fallin,2020-08-23,Blue,scout,1169,21,13,11,5253,0,0,0,0,0
2665596,8002195755,shelz0r,2020-08-23,Red,medic,1169,0,4,19,141,0,0,7831,1,0
2674557,8321483236,[Bird] Absoleeut,2020-09-01,Red,scout,931,19,2,13,5103,0,0,0,0,0
2674557,8169913042,[burgundy bird] Alcoholic Compa,2020-09-01,Red,medic,947,0,10,10,730,0,0,8631,4,0
2674557,8278246948,A Pumpkin,2020-09-01,Red,demoman,555,6,1,6,3282,0,0,0,0,0
2674557,8278246948,A Pumpkin,2020-09-01,Red,sniper,204,3,0,1,900,0,2,0,0,0
2674557,8278246948,A Pumpkin,2020-09-01,Red,scout,188,3,1,2,620,0,0,0,0,0
2674557,8004345512,[better bird] ham,2020-09-01,Blue,soldier,838,23,5,8,6802,0,0,0,0,0
2674557,8004345512,[better bird] ham,2020-09-01,Blue,pyro,109,2,1,1,609,0,0,0,0,0
2674557,8095522614,[Better Bird] Scary-Jello,2020-09-01,Blue,medic,947,1,17,7,425,0,0,10540,5,1
2674557,8310324300,Kibble Bites,2020-09-01,Blue,demoman,947,23,3,8,8101,0,0,0,0,0
2674557,8259665473,[bird] bluble___,2020-09-01,Red,soldier,947,7,1,19,4014,0,0,0,0,0
2674557,8002195755,shelz0r,2020-09-01,Blue,scout,947,2,3,14,1555,0,0,0,0,0
2674601,8169913042,[burgundy bird] Alcoholic Compa,2020-09-01,Blue,medic,1824,5,34,20,1813,0,0,19442,8,1
2674601,8278246948,A Pumpkin,2020-09-01,Red,sniper,908,10,5,9,4144,0,8,0,0,0
2674601,8278246948,A Pumpkin,2020-09-01,Red,scout,451,6,4,10,2171,0,0,0,0,0
2674601,8278246948,A Pumpkin,2020-09-01,Red,spy,222,4,0,1,482,0,0,0,0,0
2674601,8278246948,A Pumpkin,2020-09-01,Red,pyro,110,3,0,1,1097,0,0,0,0,0
2674601,8278246948,A Pumpkin,2020-09-01,Red,soldier,80,1,0,2,760,0,0,0,0,0
2674601,8278246948,A Pumpkin,2020-09-01,Red,heavyweapons,42,1,0,1,214,0,0,0,0,0
2674601,8004345512,[better bird] ham,2020-09-01,Blue,demoman,1568,35,3,24,10757,0,0,0,0,0
